transaction_id,customer_id,date,product_id,quantity,price,promotion_id
1,1029,2023-06-25,102,1,2.8,
2,1175,2023-12-26,107,2,3.5,10.0
3,1007,2023-04-02,103,1,1.2,
4,1150,2023-02-10,102,5,2.8,30.0
5,1114,2023-01-10,108,1,3.0,
6,1083,2023-02-13,103,3,1.2,30.0
7,1145,2023-05-28,104,2,4.5,
8,1012,2023-06-10,101,4,2.5,
9,1007,2023-06-09,110,2,15.0,
10,1166,2023-10-04,109,5,0.5,10.0
11,1058,2023-08-20,105,1,4.0,30.0
12,1198,2023-05-30,109,5,0.5,
13,1019,2023-02-15,107,4,3.5,30.0
14,1146,2023-08-18,110,3,15.0,
15,1147,2023-03-12,101,4,2.5,
16,1167,2023-10-28,109,1,0.5,10.0
17,1188,2023-08-30,107,2,3.5,
18,1138,2023-07-05,110,4,15.0,10.0
19,1064,2023-04-29,103,5,1.2,30.0
20,1110,2023-06-03,102,3,2.8,
21,1059,2023-06-29,108,5,3.0,30.0
22,1183,2023-10-10,107,5,3.5,
23,1124,2023-01-01,106,4,4.5,
24,1081,2023-09-16,101,1,2.5,30.0
25,1083,2023-07-08,104,5,4.5,
26,1139,2023-02-28,107,1,3.5,
27,1148,2023-12-16,101,1,2.5,30.0
28,1160,2023-04-15,107,5,3.5,10.0
29,1110,2023-12-31,109,1,0.5,30.0
30,1013,2023-07-01,110,5,15.0,30.0
31,1038,2023-10-05,107,3,3.5,10.0
32,1137,2023-05-08,107,2,3.5,
33,1119,2023-03-26,108,3,3.0,
34,1122,2023-03-30,105,5,4.0,10.0
35,1064,2023-04-29,106,5,4.5,
36,1063,2023-12-21,101,1,2.5,10.0
37,1125,2023-04-16,105,5,4.0,
38,1066,2023-05-05,104,5,4.5,
39,1017,2023-04-13,107,3,3.5,10.0
40,1068,2023-10-08,102,1,2.8,
41,1095,2023-05-06,106,2,4.5,30.0
42,1047,2023-04-12,109,2,0.5,
43,1104,2023-11-21,106,1,4.5,30.0
44,1143,2023-11-01,102,4,2.8,10.0
45,1174,2023-07-28,104,4,4.5,20.0
46,1197,2023-06-12,110,4,15.0,
47,1172,2023-01-17,102,1,2.8,
48,1161,2023-02-05,109,2,0.5,30.0
49,1107,2023-07-25,103,4,1.2,30.0
50,1062,2023-12-06,104,5,4.5,10.0
51,1049,2023-12-03,101,4,2.5,10.0
52,1149,2023-01-30,101,5,2.5,10.0
53,1007,2023-03-15,107,5,3.5,30.0
54,1173,2023-04-12,102,3,2.8,
55,1057,2023-04-05,110,4,15.0,30.0
56,1198,2023-12-10,104,5,4.5,20.0
57,1137,2023-08-02,109,1,0.5,20.0
58,1181,2023-05-12,105,4,4.0,10.0
59,1143,2023-09-04,105,1,4.0,10.0
60,1159,2023-03-23,104,5,4.5,
61,1145,2023-07-13,107,4,3.5,10.0
62,1169,2023-07-11,101,3,2.5,10.0
63,1014,2023-09-12,104,2,4.5,20.0
64,1132,2023-06-10,102,3,2.8,20.0
65,1073,2023-05-08,103,5,1.2,10.0
66,1048,2023-08-16,109,3,0.5,30.0
67,1108,2023-06-20,107,1,3.5,10.0
68,1144,2023-09-02,106,4,4.5,
69,1088,2023-12-16,109,1,0.5,10.0
70,1038,2023-07-12,109,2,0.5,20.0
71,1129,2023-01-16,109,3,0.5,20.0
72,1058,2023-03-02,110,4,15.0,20.0
73,1074,2023-07-09,104,5,4.5,
74,1071,2023-04-29,109,3,0.5,20.0
75,1018,2023-06-10,103,1,1.2,10.0
76,1024,2023-11-10,101,5,2.5,20.0
77,1098,2023-11-11,106,1,4.5,
78,1167,2023-04-03,109,5,0.5,20.0
79,1164,2023-05-21,107,3,3.5,20.0
80,1124,2023-06-19,103,3,1.2,
81,1119,2023-07-09,105,4,4.0,10.0
82,1005,2023-03-03,109,1,0.5,
83,1132,2023-12-01,104,2,4.5,
84,1127,2023-04-27,109,3,0.5,30.0
85,1035,2023-04-14,103,5,1.2,10.0
86,1170,2024-01-01,103,1,1.2,
87,1091,2023-09-17,102,4,2.8,30.0
88,1030,2023-09-25,102,5,2.8,20.0
89,1003,2023-11-19,106,5,4.5,30.0
90,1019,2023-02-23,110,1,15.0,30.0
91,1134,2023-03-13,106,1,4.5,
92,1135,2023-10-28,105,1,4.0,30.0
93,1135,2023-12-24,106,1,4.5,10.0
94,1160,2023-08-30,108,4,3.0,10.0
95,1105,2023-10-09,107,4,3.5,
96,1045,2023-01-05,103,5,1.2,
97,1120,2023-08-05,106,1,4.5,10.0
98,1040,2023-12-27,101,5,2.5,10.0
99,1163,2023-06-21,108,3,3.0,10.0
100,1032,2023-02-13,102,3,2.8,10.0
101,1107,2023-10-20,101,2,2.5,20.0
102,1097,2023-09-09,102,1,2.8,
103,1075,2023-06-23,110,1,15.0,10.0
104,1172,2023-07-07,101,3,2.5,20.0
105,1167,2023-09-15,109,4,0.5,30.0
106,1034,2023-09-06,108,1,3.0,
107,1027,2023-02-21,105,2,4.0,30.0
108,1193,2023-08-14,102,3,2.8,
109,1171,2023-02-03,101,5,2.5,
110,1025,2023-10-17,102,4,2.8,10.0
111,1181,2023-12-30,103,4,1.2,10.0
112,1026,2023-03-16,110,3,15.0,20.0
113,1083,2023-02-05,105,4,4.0,20.0
114,1109,2023-02-17,106,2,4.5,
115,1056,2023-09-23,105,1,4.0,20.0
116,1134,2023-03-05,110,1,15.0,30.0
117,1184,2023-03-24,106,5,4.5,30.0
118,1133,2023-02-26,101,1,2.5,30.0
119,1079,2023-03-14,102,5,2.8,
120,1177,2023-01-13,110,2,15.0,10.0
121,1173,2023-06-27,102,5,2.8,30.0
122,1073,2023-08-31,105,1,4.0,10.0
123,1127,2023-12-17,106,2,4.5,30.0
124,1178,2023-05-09,105,4,4.0,20.0
125,1187,2023-10-02,109,5,0.5,
126,1018,2023-09-07,104,4,4.5,30.0
127,1118,2023-08-16,108,1,3.0,20.0
128,1032,2023-06-20,110,3,15.0,20.0
129,1007,2023-02-04,108,3,3.0,20.0
130,1133,2023-11-29,101,5,2.5,
131,1188,2023-09-15,103,4,1.2,
132,1134,2023-06-07,105,2,4.0,20.0
133,1034,2023-03-24,101,1,2.5,
134,1113,2023-11-03,107,5,3.5,
135,1051,2023-12-26,108,3,3.0,30.0
136,1084,2023-12-03,109,3,0.5,30.0
137,1035,2023-11-16,107,2,3.5,
138,1002,2023-10-12,103,3,1.2,20.0
139,1184,2023-08-23,108,4,3.0,30.0
140,1164,2023-01-09,108,3,3.0,
141,1115,2023-01-06,108,3,3.0,10.0
142,1160,2023-08-18,102,3,2.8,30.0
143,1188,2023-07-05,102,4,2.8,30.0
144,1147,2023-11-13,106,3,4.5,20.0
145,1113,2023-07-09,107,2,3.5,10.0
146,1060,2023-02-05,108,2,3.0,30.0
147,1110,2023-01-20,103,5,1.2,30.0
148,1081,2023-05-26,109,4,0.5,10.0
149,1130,2023-11-15,106,4,4.5,30.0
150,1025,2023-07-19,108,-2,3.0,
151,1006,2023-07-23,106,4,4.5,
152,1022,2023-07-02,106,2,4.5,30.0
153,1148,2023-04-19,109,3,0.5,30.0
154,1133,2023-05-26,104,2,4.5,20.0
155,1129,2023-07-03,105,1,4.0,20.0
156,1186,2023-04-30,104,4,4.5,10.0
157,1105,2023-11-06,105,4,4.0,
158,1100,2023-08-29,102,3,2.8,
159,1026,2023-04-21,109,4,0.5,20.0
160,1195,2023-06-01,106,4,4.5,20.0
161,1159,2023-08-20,101,1,2.5,30.0
162,1066,2023-11-27,102,1,2.8,
163,1074,2023-04-17,107,4,3.5,20.0
164,1127,2023-04-03,103,3,1.2,10.0
165,1161,2023-03-07,107,5,3.5,
166,1197,2023-05-19,101,3,2.5,
167,1060,2023-05-08,101,3,2.5,10.0
168,1120,2023-12-02,102,3,2.8,10.0
169,1008,2023-10-17,110,4,15.0,
170,1081,2023-09-10,103,1,1.2,10.0
171,1181,2023-07-28,105,4,4.0,20.0
172,1003,2023-05-12,101,1,2.5,30.0
173,1024,2023-01-09,104,5,4.5,20.0
174,1007,2023-05-18,101,1,2.5,10.0
175,1078,2023-12-10,110,3,15.0,30.0
176,1031,2023-08-23,107,2,3.5,10.0
177,1092,2023-03-18,102,2,2.8,30.0
178,1151,2023-03-29,102,2,2.8,
179,1136,2023-11-17,104,4,4.5,
180,1153,2023-11-17,105,2,-4.0,30.0
181,1122,2023-03-21,105,3,4.0,20.0
182,1065,2023-05-07,107,5,3.5,10.0
183,1031,2023-08-01,105,5,4.0,20.0
184,1152,2023-08-23,108,3,3.0,10.0
185,1120,2023-09-10,105,2,4.0,
186,1111,2023-05-04,102,1,2.8,
187,1164,2023-01-22,103,2,1.2,
188,1072,2023-01-08,102,5,2.8,10.0
189,1193,2023-02-23,109,5,0.5,30.0
190,1134,2023-06-06,108,1,3.0,10.0
191,1114,2023-03-23,101,2,2.5,10.0
192,1129,2023-11-26,107,1,3.5,30.0
193,1156,2023-07-02,103,2,1.2,
194,1032,2023-01-01,103,2,1.2,30.0
195,1127,2023-01-06,104,5,4.5,30.0
196,1061,2023-10-31,102,5,2.8,20.0
197,1056,2023-12-08,110,3,15.0,
198,1020,2023-04-01,109,5,0.5,30.0
199,1036,2023-08-23,105,1,4.0,10.0
200,1131,2023-14-01,106,3,4.5,
201,1139,2023-03-16,106,1,4.5,
202,1042,2023-12-24,103,2,1.2,20.0
203,1021,2023-07-09,110,3,15.0,30.0
204,1174,2023-06-20,101,4,2.5,
205,1020,2023-11-07,107,4,3.5,
206,1091,2023-03-06,109,3,0.5,10.0
207,1158,2023-04-04,104,3,4.5,
208,1192,2023-03-13,101,2,2.5,20.0
209,1193,2023-08-15,101,5,2.5,30.0
210,1036,2023-08-02,104,1,4.5,
211,1036,2023-02-13,106,1,4.5,
212,1112,2023-04-14,110,3,15.0,
213,1073,2023-04-28,110,5,15.0,
214,1095,2023-11-14,108,4,3.0,30.0
215,1132,2023-12-26,105,1,4.0,
216,1059,2023-09-27,103,2,1.2,20.0
217,1200,2023-09-22,105,5,4.0,10.0
218,1087,2023-06-30,108,2,3.0,30.0
219,1046,2023-05-02,110,2,15.0,30.0
220,1007,2023-11-07,107,5,3.5,
221,1073,2023-07-29,105,2,4.0,20.0
222,1170,2023-02-12,102,2,2.8,10.0
223,1160,2023-11-14,110,2,15.0,20.0
224,1039,2023-11-03,105,5,4.0,
225,1051,2023-10-20,101,4,2.5,
226,1126,2023-05-28,106,2,4.5,
227,1138,2023-11-18,104,3,4.5,30.0
228,1197,2023-06-09,104,3,4.5,
229,1065,2023-08-31,103,4,1.2,30.0
230,1071,2023-10-29,103,2,1.2,20.0
231,1003,2023-11-13,102,3,2.8,
232,1185,2023-07-06,101,5,2.5,
233,1084,2023-07-03,105,4,4.0,
234,1119,2023-09-12,110,1,15.0,30.0
235,1198,2023-11-22,107,3,3.5,20.0
236,1056,2023-05-06,107,2,3.5,
237,1121,2023-04-28,105,3,4.0,30.0
238,1145,2023-12-24,109,2,0.5,10.0
239,1069,2023-08-20,108,5,3.0,30.0
240,1199,2023-11-08,105,2,4.0,
241,1081,2023-12-05,107,4,3.5,
242,1073,2023-03-20,108,1,3.0,20.0
243,1055,2023-01-08,106,1,4.5,30.0
244,1108,2023-01-07,110,2,15.0,10.0
245,1137,2023-10-23,109,1,0.5,30.0
246,1026,2023-05-28,104,5,4.5,10.0
247,1051,2023-07-12,106,2,4.5,20.0
248,1176,2023-11-27,104,5,4.5,
249,1072,2023-10-22,103,5,1.2,10.0
250,1111,2023-02-01,107,5,3.5,20.0
251,1072,2023-07-25,104,5,4.5,10.0
252,1151,2023-06-08,101,3,2.5,
253,1114,2023-03-16,102,2,2.8,
254,1193,2023-04-06,110,5,15.0,30.0
255,1098,2023-08-21,104,3,4.5,20.0
256,1132,2023-09-20,102,5,2.8,
257,1192,2023-10-31,107,5,3.5,10.0
258,1034,2023-04-03,109,3,0.5,
259,1040,2023-10-23,101,3,2.5,
260,1126,2023-09-08,107,3,3.5,
261,1003,2023-01-30,102,1,2.8,30.0
262,1135,2023-12-25,110,3,15.0,
263,1104,2023-05-13,103,3,1.2,30.0
264,1090,2023-09-12,109,3,0.5,
265,1050,2023-02-16,101,2,2.5,30.0
266,1033,2023-02-26,104,2,4.5,20.0
267,1057,2023-12-08,102,4,2.8,
268,1054,2023-01-31,110,5,15.0,
269,1072,2023-03-10,107,1,3.5,10.0
270,1019,2023-09-30,103,1,1.2,20.0
271,1187,2023-04-24,106,1,4.5,
272,1040,2023-07-14,101,4,2.5,20.0
273,1130,2023-08-04,106,5,4.5,30.0
274,1191,2023-11-20,101,2,2.5,30.0
275,1120,2023-11-23,110,5,15.0,
276,1178,2023-08-21,102,2,2.8,20.0
277,1081,2023-05-28,102,5,2.8,10.0
278,1175,2023-09-25,110,5,15.0,10.0
279,1112,2023-01-03,107,4,3.5,
280,1153,2023-07-11,106,3,4.5,20.0
281,1041,2023-09-06,103,2,1.2,30.0
282,1070,2023-01-03,105,3,4.0,
283,1082,2023-05-05,108,3,3.0,30.0
284,1088,2023-11-20,102,2,2.8,10.0
285,1115,2023-12-22,103,1,1.2,
286,1093,2023-08-24,109,3,0.5,
287,1192,2023-10-11,102,2,2.8,
288,1144,2023-03-30,110,4,15.0,10.0
289,1102,2023-01-05,109,4,0.5,
290,1194,2023-04-20,107,3,3.5,
291,1099,2023-02-04,101,5,2.5,20.0
292,1092,2023-11-06,101,1,2.5,10.0
293,1068,2023-07-31,107,5,3.5,20.0
294,1156,2023-11-18,109,4,0.5,30.0
295,1092,2023-03-13,105,3,4.0,
296,1051,2023-06-12,106,4,4.5,10.0
297,1019,2023-06-01,107,5,3.5,20.0
298,1087,2023-08-28,107,5,3.5,
299,1198,2023-03-29,110,2,15.0,
300,1091,2023-04-25,105,-3,4.0,
301,1118,2023-10-22,104,5,4.5,30.0
302,1181,2023-01-13,106,4,4.5,30.0
303,1197,2023-02-04,108,1,3.0,20.0
304,1141,2023-06-12,101,5,2.5,20.0
305,1152,2023-04-23,104,5,4.5,
306,1093,2023-02-18,109,2,0.5,10.0
307,1034,2023-05-12,106,3,4.5,30.0
308,1083,2023-06-10,106,4,4.5,
309,1005,2023-03-22,106,1,4.5,10.0
310,1173,2023-12-24,109,4,0.5,10.0
311,1047,2023-05-13,103,1,1.2,30.0
312,1116,2023-11-06,110,5,15.0,30.0
313,1059,2023-05-31,105,4,4.0,10.0
314,1037,2023-12-15,105,1,4.0,
315,1075,2023-10-04,105,1,4.0,10.0
316,1151,2023-10-17,102,1,2.8,30.0
317,1050,2023-02-15,103,4,1.2,
318,1106,2023-09-23,107,4,3.5,
319,1158,2023-11-28,106,5,4.5,10.0
320,1028,2023-05-08,103,4,1.2,10.0
321,1169,2023-07-04,104,3,4.5,30.0
322,1039,2023-04-16,108,4,3.0,30.0
323,1096,2023-05-18,106,1,4.5,10.0
324,1162,2023-02-19,107,3,3.5,
325,1085,2023-02-05,103,3,1.2,20.0
326,1133,2023-11-14,105,2,4.0,20.0
327,1128,2023-03-21,105,1,4.0,30.0
328,1123,2023-12-20,105,2,4.0,10.0
329,1093,2023-11-07,104,5,4.5,30.0
330,1167,2023-02-25,108,2,3.0,10.0
331,1152,2023-02-03,101,4,2.5,20.0
332,1092,2023-04-13,102,1,2.8,20.0
333,1160,2023-11-22,105,3,4.0,20.0
334,1008,2023-08-21,105,3,4.0,
335,1140,2023-12-29,107,2,3.5,20.0
336,1194,2023-01-16,103,3,1.2,30.0
337,1094,2023-12-22,102,1,2.8,10.0
338,1032,2023-09-21,107,1,3.5,
339,1081,2023-11-13,107,2,3.5,20.0
340,1006,2023-01-11,110,3,15.0,20.0
341,1110,2023-07-28,109,4,0.5,
342,1178,2023-06-29,110,4,15.0,
343,1019,2023-11-26,104,5,4.5,20.0
344,1042,2023-05-01,104,4,4.5,30.0
345,1068,2023-02-21,102,4,2.8,
346,1111,2023-06-16,108,4,3.0,20.0
347,1047,2023-08-12,104,3,4.5,20.0
348,1043,2023-03-11,105,2,4.0,
349,1011,2023-04-07,102,1,2.8,30.0
350,1017,2023-11-15,104,4,4.5,10.0
351,1067,2023-08-21,103,3,1.2,30.0
352,1175,2023-01-08,106,3,4.5,
353,1044,2023-06-17,102,5,2.8,20.0
354,1137,2024-01-01,103,1,1.2,10.0
355,1151,2023-08-14,101,1,2.5,10.0
356,1089,2023-05-27,105,5,4.0,
357,1040,2023-12-23,102,3,2.8,20.0
358,1058,2023-04-04,104,1,4.5,30.0
359,1105,2023-02-09,106,4,4.5,20.0
360,1001,2023-07-21,102,3,-2.8,20.0
361,1052,2023-12-29,106,1,4.5,20.0
362,1194,2023-10-06,102,5,2.8,30.0
363,1041,2023-09-07,103,1,1.2,20.0
364,1186,2023-04-19,107,1,3.5,20.0
365,1041,2023-04-17,108,5,3.0,20.0
366,1106,2023-05-21,105,5,4.0,
367,1060,2023-05-22,105,5,4.0,20.0
368,1130,2023-03-02,102,4,2.8,10.0
369,1108,2023-01-07,109,5,0.5,
370,1109,2023-12-26,107,4,3.5,20.0
371,1081,2023-04-06,108,1,3.0,10.0
372,1049,2023-07-09,109,4,0.5,30.0
373,1197,2023-05-02,105,4,4.0,20.0
374,1024,2023-12-20,103,2,1.2,30.0
375,1139,2023-04-02,104,4,4.5,30.0
376,1086,2023-04-02,101,4,2.5,10.0
377,1089,2023-06-23,105,1,4.0,20.0
378,1114,2023-07-07,102,1,2.8,30.0
379,1145,2023-08-05,103,4,1.2,30.0
380,1004,2023-12-24,101,5,2.5,30.0
381,1154,2023-06-01,108,1,3.0,10.0
382,1089,2023-01-26,104,3,4.5,30.0
383,1120,2023-05-22,108,2,3.0,20.0
384,1047,2023-07-30,109,4,0.5,
385,1101,2023-10-02,102,4,2.8,10.0
386,1013,2023-03-12,101,3,2.5,30.0
387,1147,2023-09-23,101,5,2.5,
388,1065,2023-04-25,102,3,2.8,20.0
389,1029,2023-10-29,101,5,2.5,10.0
390,1177,2023-12-02,105,4,4.0,20.0
391,1035,2023-11-24,108,1,3.0,20.0
392,1146,2023-03-19,106,2,4.5,10.0
393,1041,2023-06-22,103,5,1.2,20.0
394,1153,2023-10-20,108,5,3.0,20.0
395,1004,2023-04-12,104,2,4.5,
396,1002,2023-10-20,102,5,2.8,
397,1081,2023-01-31,103,1,1.2,30.0
398,1042,2023-08-20,110,2,15.0,20.0
399,1116,2023-01-28,106,3,4.5,10.0
400,1038,2023-14-01,102,3,2.8,10.0
401,1079,2023-10-17,101,5,2.5,30.0
402,1007,2023-09-30,108,3,3.0,30.0
403,1092,2023-12-30,103,4,1.2,30.0
404,1120,2023-11-07,102,1,2.8,
405,1162,2023-07-07,108,2,3.0,10.0
406,1011,2023-02-05,109,3,0.5,30.0
407,1045,2023-05-01,101,1,2.5,
408,1030,2023-10-25,109,4,0.5,30.0
409,1112,2023-11-22,110,5,15.0,
410,1052,2023-09-27,103,4,1.2,10.0
411,1129,2023-09-30,105,5,4.0,10.0
412,1092,2023-07-10,104,1,4.5,10.0
413,1134,2023-11-18,110,1,15.0,30.0
414,1002,2023-04-01,105,3,4.0,30.0
415,1196,2023-04-23,104,2,4.5,10.0
416,1134,2023-12-21,107,4,3.5,30.0
417,1092,2023-07-15,103,1,1.2,
418,1051,2023-06-18,110,1,15.0,20.0
419,1194,2023-12-12,106,2,4.5,10.0
420,1198,2023-09-21,103,3,1.2,
421,1055,2023-01-15,108,2,3.0,10.0
422,1124,2023-04-18,107,5,3.5,10.0
423,1133,2023-01-26,106,5,4.5,
424,1096,2023-10-02,106,2,4.5,30.0
425,1089,2023-02-19,106,2,4.5,30.0
426,1091,2023-01-20,102,5,2.8,30.0
427,1099,2023-03-23,109,4,0.5,20.0
428,1187,2023-03-25,104,3,4.5,
429,1042,2023-01-14,103,2,1.2,30.0
430,1173,2023-02-12,102,1,2.8,
431,1198,2023-05-08,107,5,3.5,30.0
432,1119,2023-02-21,101,4,2.5,20.0
433,1092,2023-11-24,101,1,2.5,30.0
434,1182,2023-01-16,110,4,15.0,10.0
435,1160,2023-02-10,110,5,15.0,20.0
436,1134,2023-08-07,108,2,3.0,
437,1152,2023-08-16,104,5,4.5,30.0
438,1111,2023-12-16,102,3,2.8,
439,1147,2023-02-08,109,3,0.5,20.0
440,1125,2023-02-16,109,5,0.5,20.0
441,1150,2023-12-12,110,5,15.0,10.0
442,1012,2023-05-06,103,5,1.2,10.0
443,1185,2023-05-22,107,3,3.5,
444,1200,2023-09-09,101,1,2.5,10.0
445,1069,2023-06-13,101,1,2.5,10.0
446,1059,2023-02-02,101,5,2.5,10.0
447,1127,2023-04-25,110,2,15.0,30.0
448,1175,2023-11-22,106,3,4.5,30.0
449,1107,2023-11-02,104,3,4.5,
450,1037,2023-12-22,107,-2,3.5,
451,1086,2023-08-21,108,4,3.0,30.0
452,1047,2023-01-05,110,3,15.0,30.0
453,1174,2023-08-15,104,5,4.5,
454,1102,2023-04-30,108,1,3.0,
455,1168,2023-01-26,106,3,4.5,10.0
456,1064,2023-03-05,106,1,4.5,
457,1131,2023-01-20,102,2,2.8,30.0
458,1081,2023-04-07,102,3,2.8,20.0
459,1191,2023-05-12,103,4,1.2,20.0
460,1192,2023-02-15,110,2,15.0,
461,1059,2023-09-05,103,4,1.2,
462,1075,2023-04-20,110,4,15.0,20.0
463,1015,2023-07-23,101,3,2.5,20.0
464,1175,2023-10-12,108,1,3.0,20.0
465,1012,2023-07-25,107,4,3.5,
466,1060,2023-07-26,101,5,2.5,20.0
467,1055,2023-05-25,101,1,2.5,20.0
468,1066,2023-12-24,101,4,2.5,30.0
469,1124,2023-01-24,110,1,15.0,
470,1026,2023-09-20,105,1,4.0,
471,1055,2023-02-03,101,4,2.5,
472,1066,2023-03-09,105,2,4.0,
473,1097,2023-07-28,108,5,3.0,20.0
474,1089,2023-02-08,109,2,0.5,20.0
475,1034,2023-02-22,108,5,3.0,20.0
476,1028,2023-07-09,103,2,1.2,
477,1128,2023-11-13,107,2,3.5,30.0
478,1173,2023-05-21,107,2,3.5,20.0
479,1153,2023-02-21,104,4,4.5,
480,1015,2023-10-08,108,4,3.0,20.0
481,1013,2023-07-18,104,4,4.5,
482,1038,2023-02-17,106,4,4.5,20.0
483,1012,2023-07-27,104,5,4.5,30.0
484,1076,2023-06-04,104,1,4.5,20.0
485,1019,2023-08-08,102,4,2.8,30.0
486,1130,2023-11-10,108,4,3.0,20.0
487,1133,2023-11-24,106,4,4.5,10.0
488,1094,2023-11-25,103,1,1.2,30.0
489,1191,2023-06-26,105,5,4.0,
490,1113,2023-03-23,105,2,4.0,30.0
491,1194,2023-01-02,101,5,2.5,10.0
492,1133,2023-04-26,110,5,15.0,20.0
493,1075,2023-05-20,102,1,2.8,
494,1092,2023-07-08,109,2,0.5,
495,1158,2023-01-21,108,5,3.0,
496,1194,2023-01-05,104,2,4.5,20.0
497,1072,2023-07-13,106,1,4.5,
498,1061,2023-05-12,101,1,2.5,
499,1028,2023-10-22,101,4,2.5,20.0
500,1165,2023-04-30,107,4,3.5,30.0
501,1128,2023-11-30,109,4,0.5,
502,1059,2023-08-20,107,4,3.5,20.0
503,1036,2023-01-24,107,2,3.5,30.0
504,1097,2023-10-27,106,1,4.5,30.0
505,1173,2023-05-27,110,5,15.0,20.0
506,1161,2023-01-25,107,5,3.5,20.0
507,1009,2023-07-26,110,2,15.0,20.0
508,1188,2023-11-13,108,3,3.0,10.0
509,1134,2023-05-14,110,5,15.0,10.0
